"sku","attribute_set","websites","description","has_options","name","price","short_description","status","tax_class_id","visibility","weight","qty","is_qty_decimal","is_in_stock","configurable_attributes","simples_skus","image","small_image","thumbnail","media_gallery","fabric ","category_ids","sizechart"
"DUSG_271","Wears","base,usd","Timeless, unisex and simply adorable this is a super cute drawstring pant option for your newborn, changing your little one has never been so simple! GOTS certified 100% certified organic cotton.<br>
Fabric & Fit : Soft  | Lightweight | Functional | Fabulous Printing: Water based non toxic inks. Soft and really long lasting.<br>
WASH & CARE , Save the Climate. Wash cool - Line dry. Handwash at 30 C inside out. Wash with similar colors. Do not soak or bleach. Reshape while damp. Iron inside out at a low temperature. Do not iron decoration.",1,"DUSG Classic drawstring pants ","399 ","DUSG Classic drawstring pants in organic Cotton",1,0,4,,5,0,1,"color,size","DUSG_271_BBF_3_month,DUSG_271_BBF_6_month,DUSG_271_BBF_9_month,DUSG_271_BBF_12_month,DUSG_271_BVB_3_month,DUSG_271_BVB_6_month,DUSG_271_BVB_9_month,DUSG_271_BVB_12_month,DUSG_271_BVF_3_month,DUSG_271_BVF_6_month,DUSG_271_BVF_9_month,DUSG_271_BVF_12_month","dusg_271_bbf_front.jpg","dusg_271_bbf_front.jpg","dusg_271_bbf_front.jpg","/dusg_271_bbf_front.jpg;/dusg_271_bbf_back.jpg;/dusg_271_bvb_front.jpg;/dusg_271_bvb_back.jpg;/dusg_271_bvf_front.jpg;/dusg_271_bvf_back.jpg","100% Organic Cotton Interlock Jersey","2,5,29","Unisex"
