"sku","name","short_description","description","type","attribute_set","store","websites","color","size","weight","price","tax_class_id","status","visibility","qty","is_qty_decimal","is_in_stock","image","small_image","thumbnail","media_gallery"
"DUSG-031-L-Green","Green Power Men's T-Shirt","Green Power Men's T-Shirt","Green Power Men's T-Shirt","simple","Wears",,"base","Green","L",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-031-L-Natural","Green Power Men's T-Shirt","Green Power Men's T-Shirt","Green Power Men's T-Shirt","simple","Wears",,"base","Natural","L",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-031-M-Green","Green Power Men's T-Shirt","Green Power Men's T-Shirt","Green Power Men's T-Shirt","simple","Wears",,"base","Green","M",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-031-M-Natural","Green Power Men's T-Shirt","Green Power Men's T-Shirt","Green Power Men's T-Shirt","simple","Wears",,"base","Natural","M",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-031-S-Green","Green Power Men's T-Shirt","Green Power Men's T-Shirt","Green Power Men's T-Shirt","simple","Wears",,"base","Green","S",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-031-S-Natural","Green Power Men's T-Shirt","Green Power Men's T-Shirt","Green Power Men's T-Shirt","simple","Wears",,"base","Natural","S",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-031-XL-Green","Green Power Men's T-Shirt","Green Power Men's T-Shirt","Green Power Men's T-Shirt","simple","Wears",,"base","Green","XL",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-031-XL-Natural","Green Power Men's T-Shirt","Green Power Men's T-Shirt","Green Power Men's T-Shirt","simple","Wears",,"base","Natural","XL",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-032-L-Green","Green Power Women T-Shirt","Green Power Women T-Shirt","Green Power Women T-Shirt","simple","Wears",,"base","Green","L",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-032-L-Natural","Green Power Women T-Shirt","Green Power Women T-Shirt","Green Power Women T-Shirt","simple","Wears",,"base","Natural","L",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-032-M-Green","Green Power Women T-Shirt","Green Power Women T-Shirt","Green Power Women T-Shirt","simple","Wears",,"base","Green","M",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-032-M-Natural","Green Power Women T-Shirt","Green Power Women T-Shirt","Green Power Women T-Shirt","simple","Wears",,"base","Natural","M",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-032-S-Green","Green Power Women T-Shirt","Green Power Women T-Shirt","Green Power Women T-Shirt","simple","Wears",,"base","Green","S",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-032-S-Natural","Green Power Women T-Shirt","Green Power Women T-Shirt","Green Power Women T-Shirt","simple","Wears",,"base","Natural","S",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-032-XL-Green","Green Power Women T-Shirt","Green Power Women T-Shirt","Green Power Women T-Shirt","simple","Wears",,"base","Green","XL",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-032-XL-Natural","Green Power Women T-Shirt","Green Power Women T-Shirt","Green Power Women T-Shirt","simple","Wears",,"base","Natural","XL",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-033-L-Brown_All_over_printed","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","simple","Wears",,"base","Brown All over printed","L",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-033-L-Olive","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","simple","Wears",,"base","Olive","L",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-033-M-Brown_All_over_printed","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","simple","Wears",,"base","Brown All over printed","M",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-033-M-Olive","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","simple","Wears",,"base","Olive","M",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-033-S-Brown_All_over_printed","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","simple","Wears",,"base","Brown All over printed","S",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-033-S-Olive","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","simple","Wears",,"base","Olive","S",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-033-XL-Brown_All_over_printed","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","simple","Wears",,"base","Brown All over printed","XL",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-033-XL-Olive","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","Sariska Men's Polo Shirt","simple","Wears",,"base","Olive","XL",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-034-10-Brown_All_over_printed","Sariska Boy's Polo Shirt","Sariska Boy's Polo Shirt","Sariska Boy's Polo Shirt","simple","Wears",,"base","Brown All over printed","10",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-034-10-Olive","Sariska Boy's Polo Shirt","Sariska Boy's Polo Shirt","Sariska Boy's Polo Shirt","simple","Wears",,"base","Olive","10",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-034-12-Brown_All_over_printed","Sariska Boy's Polo Shirt","Sariska Boy's Polo Shirt","Sariska Boy's Polo Shirt","simple","Wears",,"base","Brown All over printed","12",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-034-12-Olive","Sariska Boy's Polo Shirt","Sariska Boy's Polo Shirt","Sariska Boy's Polo Shirt","simple","Wears",,"base","Olive","12",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-034-8-Brown_All_over_printed","Sariska Boy's Polo Shirt","Sariska Boy's Polo Shirt","Sariska Boy's Polo Shirt","simple","Wears",,"base","Brown All over printed","8",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-034-8-Olive","Sariska Boy's Polo Shirt","Sariska Boy's Polo Shirt","Sariska Boy's Polo Shirt","simple","Wears",,"base","Olive","8",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-035-L-Brown","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","simple","Wears",,"base","Brown","L",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-035-L-Olive","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","simple","Wears",,"base","Olive","L",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-035-M-Brown","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","simple","Wears",,"base","Brown","M",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-035-M-Olive","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","simple","Wears",,"base","Olive","M",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-035-S-Brown","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","simple","Wears",,"base","Brown","S",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-035-S-Olive","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","simple","Wears",,"base","Olive","S",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-035-XL-Brown","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","simple","Wears",,"base","Brown","XL",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-035-XL-Olive","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","Kazirango Men's 3/4th Pant","simple","Wears",,"base","Olive","XL",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-036-10-Brown","Kazirango Boy's 3/4th Pant","Kazirango Boy's 3/4th Pant","Kazirango Boy's 3/4th Pant","simple","Wears",,"base","Brown","10",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-036-10-Olive","Kazirango Boy's 3/4th Pant","Kazirango Boy's 3/4th Pant","Kazirango Boy's 3/4th Pant","simple","Wears",,"base","Olive","10",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-036-12-Brown","Kazirango Boy's 3/4th Pant","Kazirango Boy's 3/4th Pant","Kazirango Boy's 3/4th Pant","simple","Wears",,"base","Brown","12",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-036-12-Olive","Kazirango Boy's 3/4th Pant","Kazirango Boy's 3/4th Pant","Kazirango Boy's 3/4th Pant","simple","Wears",,"base","Olive","12",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-036-8-Brown","Kazirango Boy's 3/4th Pant","Kazirango Boy's 3/4th Pant","Kazirango Boy's 3/4th Pant","simple","Wears",,"base","Brown","8",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-036-8-Olive","Kazirango Boy's 3/4th Pant","Kazirango Boy's 3/4th Pant","Kazirango Boy's 3/4th Pant","simple","Wears",,"base","Olive","8",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-037-L-Brown","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","simple","Wears",,"base","Brown","L",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-037-L-Olive","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","simple","Wears",,"base","Olive","L",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-037-M-Brown","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","simple","Wears",,"base","Brown","M",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-037-M-Olive","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","simple","Wears",,"base","Olive","M",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-037-S-Brown","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","simple","Wears",,"base","Brown","S",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-037-S-Olive","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","simple","Wears",,"base","Olive","S",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-037-XL-Brown","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","simple","Wears",,"base","Brown","XL",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-037-XL-Olive","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","Namdapha Women 3/4th Pant","simple","Wears",,"base","Olive","XL",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-038-10-Brown","Namdapha Girls 3/4th Pant","Namdapha Girls 3/4th Pant","Namdapha Girls 3/4th Pant","simple","Wears",,"base","Brown","10",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-038-10-Olive","Namdapha Girls 3/4th Pant","Namdapha Girls 3/4th Pant","Namdapha Girls 3/4th Pant","simple","Wears",,"base","Olive","10",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-038-12-Brown","Namdapha Girls 3/4th Pant","Namdapha Girls 3/4th Pant","Namdapha Girls 3/4th Pant","simple","Wears",,"base","Brown","12",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-038-12-Olive","Namdapha Girls 3/4th Pant","Namdapha Girls 3/4th Pant","Namdapha Girls 3/4th Pant","simple","Wears",,"base","Olive","12",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-038-8-Brown","Namdapha Girls 3/4th Pant","Namdapha Girls 3/4th Pant","Namdapha Girls 3/4th Pant","simple","Wears",,"base","Brown","8",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-038-8-Olive","Namdapha Girls 3/4th Pant","Namdapha Girls 3/4th Pant","Namdapha Girls 3/4th Pant","simple","Wears",,"base","Olive","8",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-039-L-Multicolour","Recycle T-Shirt Mens","Recycle T-Shirt Mens","Recycle T-Shirt Mens","simple","Wears",,"base","Multicolour","L",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-039-M-Multicolour","Recycle T-Shirt Mens","Recycle T-Shirt Mens","Recycle T-Shirt Mens","simple","Wears",,"base","Multicolour","M",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-039-S-Multicolour","Recycle T-Shirt Mens","Recycle T-Shirt Mens","Recycle T-Shirt Mens","simple","Wears",,"base","Multicolour","S",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-039-XL-Multicolour","Recycle T-Shirt Mens","Recycle T-Shirt Mens","Recycle T-Shirt Mens","simple","Wears",,"base","Multicolour","XL",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-040-L-Multicolour","Recycle T-Shirt Women","Recycle T-Shirt Women","Recycle T-Shirt Women","simple","Wears",,"base","Multicolour","L",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-040-M-Multicolour","Recycle T-Shirt Women","Recycle T-Shirt Women","Recycle T-Shirt Women","simple","Wears",,"base","Multicolour","M",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-040-S-Multicolour","Recycle T-Shirt Women","Recycle T-Shirt Women","Recycle T-Shirt Women","simple","Wears",,"base","Multicolour","S",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-040-XL-Multicolour","Recycle T-Shirt Women","Recycle T-Shirt Women","Recycle T-Shirt Women","simple","Wears",,"base","Multicolour","XL",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-041-L-Aqua","Men's Yoga Top Dhyan","Men's Yoga Top Dhyan","Men's Yoga Top Dhyan","simple","Wears",,"base","Aqua","L",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-041-L-Natural","Men's Yoga Top Dhyan","Men's Yoga Top Dhyan","Men's Yoga Top Dhyan","simple","Wears",,"base","Natural","L",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
"DUSG-041-M-Aqua","Men's Yoga Top Dhyan","Men's Yoga Top Dhyan","Men's Yoga Top Dhyan","simple","Wears",,"base","Aqua","M",100,1500,0,"Enabled","Not Visible Individually",0,0,"In Stock",,,,
